Date,AMZN US Equity,BNDX US Equity,DAX Index,EURUSD BGN Curncy,GS US Equity,GOOGl US Equity,TSLA US Equity,,,,,,
9/4/18,70.304,54.69,12261.75,1.2321,252.19,51.005,19.3107,,,,,,
10/4/18,71.811,54.64,12397.32,1.2356,256.57,51.825,20.3133,,,,,,
11/4/18,71.352,54.65,12293.97,1.2367,252.94,51.253,20.062,,,,,,
12/4/18,72.425,54.61,12415.01,1.2327,259.59,51.865,19.6053,,,,,,
13/4/18,71.54,54.65,12442.4,1.2331,255.92,51.802,20.0227,,,,,,
16/4/18,72.075,54.64,12391.41,1.238,257.88,52.305,19.414,,,,,,
17/4/18,75.191,54.71,12585.57,1.237,253.63,53.968,19.1793,,,,,,
18/4/18,76.392,54.69,12590.83,1.2374,254,53.77,19.5567,,,,,,
19/4/18,77.846,54.54,12567.42,1.2345,254.17,54.473,20.0053,,,,,,
20/4/18,76.375,54.52,12540.5,1.2288,251.96,53.866,19.3493,,,,,,
23/4/18,75.893,54.46,12572.39,1.2209,246.67,53.691,18.8913,,,,,,
24/4/18,73.005,54.48,12550.82,1.2233,242.49,51.132,18.8973,,,,,,
25/4/18,73.009,54.43,12422.3,1.2161,239.23,51.15,18.7127,,,,,,
26/4/18,75.898,54.54,12500.47,1.2103,240.09,52.165,19.032,,,,,,
27/4/18,78.631,54.6,12580.87,1.213,239.8,51.573,19.605,,,,,,
30/4/18,78.307,54.6,12612.11,1.2078,238.33,50.929,19.5933,,,,,,
2/5/18,78.484,54.54,12802.25,1.1951,234.05,51.302,20.0767,,,,,,
3/5/18,78.604,54.64,12690.15,1.1988,233.41,51.315,18.9633,,,,,,
4/5/18,79.048,54.61,12819.6,1.196,234.94,52.55,19.606,,,,,,
7/5/18,80.007,54.65,12948.14,1.1922,237.2,52.973,20.1847,,,,,,
8/5/18,79.62,54.54,12912.21,1.1864,237,52.93,20.1313,,,,,,
9/5/18,80.4,54.56,12943.06,1.1851,241.73,54.448,20.4567,,,,,,
10/5/18,80.454,54.55,13022.87,1.1915,243.44,55.274,20.3347,,,,,,
11/5/18,80.146,54.55,13001.24,1.1943,242.92,55.169,20.0707,,,,,,
14/5/18,80.077,54.47,12977.71,1.1927,243.91,55.33,19.4647,,,,,,
15/5/18,78.806,54.36,12970.04,1.1838,241.56,54.244,18.9453,,,,,,
16/5/18,79.364,54.36,12996.33,1.1808,240.96,54.204,19.0987,,,,,,
17/5/18,79.088,54.31,13114.61,1.1795,239.1,54.063,18.9693,,,,,,
18/5/18,78.718,54.34,13077.72,1.1772,237,53.482,18.4547,,,,,,
22/5/18,79.07,54.32,13169.92,1.1779,238,53.765,18.334,,,,,,
23/5/18,80.093,54.43,12976.84,1.1697,237.81,54.298,18.6047,,,,,,
24/5/18,80.154,54.43,12855.09,1.172,236.1,54.273,18.5233,,,,,,
25/5/18,80.508,54.47,12938.01,1.1651,235.01,54.204,18.59,,,,,,
29/5/18,80.643,54.35,12666.51,1.154,227.03,53.403,18.9173,,,,,,
30/5/18,81.245,54.44,12783.76,1.1665,229.16,53.874,19.448,,,,,,
31/5/18,81.481,54.43,12604.89,1.1693,225.88,55,18.982,,,,,,
1/6/18,82.077,54.37,12724.27,1.1659,228.35,56.75,19.4547,,,,,,
4/6/18,83.264,54.39,12770.75,1.1699,229.89,57.652,19.7827,,,,,,
5/6/18,84.818,54.37,12787.13,1.1718,228.34,57.551,19.4087,,,,,,
6/6/18,84.788,54.11,12830.07,1.1774,232.23,57.348,21.3,,,,,,
7/6/18,84.465,54.12,12811.05,1.18,233.45,56.721,21.0727,,,,,,
8/6/18,84.2,54.11,12766.55,1.1769,233.39,56.636,21.1773,,,,,,
11/6/18,84.456,54.1,12842.91,1.1784,234.09,57.045,22.14,,,,,,
12/6/18,84.938,54.16,12842.3,1.1745,232.63,57.41,22.8513,,,,,,
13/6/18,85.243,54.22,12890.58,1.1791,233.83,57.212,22.9853,,,,,,
14/6/18,86.193,54.39,13107.1,1.1568,233.65,58.006,23.848,,,,,,
15/6/18,85.799,54.51,13010.55,1.161,231.92,57.963,23.878,,,,,,
18/6/18,86.19,54.5,12834.11,1.1623,231.39,59.179,24.722,,,,,,
19/6/18,86.739,54.7,12677.97,1.159,228.32,58.935,23.5033,,,,,,
20/6/18,87.504,54.71,12695.16,1.1572,227.82,59.204,24.148,,,,,,
21/6/18,86.511,54.73,12511.91,1.1604,226.98,58.472,23.1673,,,,,,
22/6/18,85.784,54.74,12579.72,1.1651,226.02,58.465,22.242,,,,,,
25/6/18,83.158,54.65,12270.33,1.1704,221.54,56.964,22.2007,,,,,,
26/6/18,84.554,54.65,12234.34,1.1648,221.58,56.631,22.8,,,,,,
27/6/18,83.026,54.76,12348.61,1.1554,220.18,55.847,22.9667,,,,,,
28/6/18,85.073,54.64,12177.23,1.1569,223.42,56.339,23.3287,,,,,,
29/6/18,84.99,54.71,12306,1.1684,220.57,56.46,22.8633,,,,,,
2/7/18,85.689,54.72,12238.17,1.1639,223.26,57.105,22.338,,,,,,
3/7/18,84.698,54.73,12349.14,1.1658,220.38,55.814,20.724,,,,,,
5/7/18,84.987,54.8,12464.29,1.1691,220.74,57.064,20.6107,,,,,,
6/7/18,85.532,54.8,12496.17,1.1746,221.79,57.754,20.5933,,,,,,
9/7/18,86.951,54.84,12543.89,1.1751,227.99,58.364,21.234,,,,,,
10/7/18,87.154,54.81,12609.85,1.1744,226.85,58.357,21.498,,,,,,
11/7/18,87.75,54.85,12417.13,1.1674,225.66,58.573,21.264,,,,,,
12/7/18,89.831,54.89,12492.97,1.1672,227.22,60.063,21.114,,,,,,
13/7/18,90.652,54.91,12540.73,1.1685,226.41,60.221,21.258,,,,,,
16/7/18,91.125,54.89,12561.02,1.1711,231.44,59.826,20.6733,,,,,,
17/7/18,92.197,54.93,12661.54,1.1661,231.02,60.654,21.5127,,,,,,
18/7/18,92.146,54.92,12765.94,1.1639,231.24,60.646,21.59,,,,,,
19/7/18,90.649,54.99,12686.29,1.1642,229.63,59.955,21.3487,,,,,,
20/7/18,90.685,54.89,12561.42,1.1724,231.69,59.894,20.9053,,,,,,
23/7/18,90.1,54.725,12548.57,1.1692,233.76,60.55,20.2133,,,,,,
24/7/18,91.462,54.75,12689.39,1.1687,235.88,62.908,19.8287,,,,,,
25/7/18,93.181,54.75,12579.33,1.1729,236.69,63.797,20.5827,,,,,,
26/7/18,90.4,54.67,12809.23,1.1643,237.11,64.275,20.4433,,,,,,
27/7/18,90.864,54.71,12860.4,1.1657,237.64,62.645,19.812,,,,,,
30/7/18,88.961,54.67,12798.2,1.1706,238.95,61.502,19.3447,,,,,,
31/7/18,88.872,54.74,12805.5,1.1691,237.43,61.361,19.876,,,,,,
1/8/18,89.859,54.55,12737.05,1.166,236.04,61.65,20.056,,,,,,
2/8/18,91.717,54.48,12546.33,1.1585,233.99,62.057,23.3027,,,,,,
3/8/18,91.165,54.57,12615.76,1.1568,234.09,61.908,23.2113,,,,,,
6/8/18,92.388,54.61,12598.21,1.1554,235.93,61.884,22.7993,,,,,,
7/8/18,93.124,54.63,12648.19,1.1599,237.83,62.792,25.3047,,,,,,
8/8/18,94.326,54.62,12633.54,1.161,236.37,63.067,24.6893,,,,,,
9/8/18,94.926,54.68,12676.11,1.1527,233.78,63.223,23.4967,,,,,,
10/8/18,94.315,54.73,12424.35,1.1413,229.61,62.626,23.6993,,,,,,
13/8/18,94.81,54.73,12358.74,1.141,226.86,62.432,23.7607,,,,,,
14/8/18,95.983,54.74,12358.87,1.1344,229.56,62.907,23.176,,,,,,
15/8/18,94.131,54.72,12163.01,1.1345,229.25,61.611,22.5793,,,,,,
16/8/18,94.326,54.75,12237.17,1.1377,233,61.203,22.3633,,,,,,
17/8/18,94.111,54.75,12210.55,1.1438,233.38,60.793,20.3667,,,,,,
20/8/18,93.836,54.78,12331.3,1.1482,235.78,61.098,20.5627,,,,,,
21/8/18,94.171,54.8,12384.49,1.1571,238.65,60.871,21.46,,,,,,
22/8/18,95.245,54.79,12385.7,1.1597,239.34,61.088,21.4427,,,,,,
23/8/18,95.145,54.82,12365.58,1.154,236.34,61.058,21.34,,,,,,
24/8/18,95.27,54.74,12394.52,1.1622,235.11,61.838,21.5213,,,,,,
27/8/18,96.384,54.69,12538.31,1.1678,242.6,62.814,21.2847,,,,,,
28/8/18,96.641,54.69,12527.42,1.1695,242.37,62.293,20.7907,,,,,,
29/8/18,99.905,54.66,12561.68,1.1707,241.4,63.233,20.334,,,,,,
30/8/18,100.119,54.695,12494.24,1.1671,239.4,62.722,20.21,,,,,,
31/8/18,100.636,54.72,12364.06,1.1602,237.81,61.59,20.1107,,,,,,
4/9/18,101.976,54.685,12210.21,1.1582,237.66,60.566,19.2633,,,,,,
5/9/18,99.741,54.67,12040.46,1.163,237.56,59.955,18.716,,,,,,
6/9/18,97.916,54.72,11955.25,1.1623,234.52,59.2,18.73,,,,,,
7/9/18,97.604,54.7,11959.63,1.1553,233.91,58.879,17.5493,,,,,,
10/9/18,96.951,54.71,11986.34,1.1594,231.91,58.753,19.0333,,,,,,
11/9/18,99.358,54.67,11970.27,1.1606,230.21,59.5,18.6293,,,,,,
12/9/18,99.5,54.69,12032.3,1.1626,228.15,58.58,19.3693,,,,,,
13/9/18,99.494,54.64,12055.55,1.169,228.33,59.107,19.2973,,,,,,
14/9/18,98.51,54.62,12124.33,1.1625,229.24,58.899,19.68,,,,,,
17/9/18,95.402,54.64,12096.41,1.1683,227.89,57.991,19.656,,,,,,
18/9/18,97.053,54.63,12157.67,1.1667,228.89,58.355,18.9973,,,,,,
19/9/18,96.321,54.58,12219.02,1.1673,235.58,58.713,19.9347,,,,,,
20/9/18,97.215,54.59,12326.48,1.1777,237.4,59.579,19.8887,,,,,,
21/9/18,95.751,54.6,12430.88,1.1749,235.34,58.606,19.94,,,,,,
24/9/18,96.718,54.5,12350.82,1.1748,232.9,58.978,19.9787,,,,,,
25/9/18,98.727,54.46,12374.66,1.1767,232.5,59.695,20.066,,,,,,
26/9/18,98.742,54.56,12385.89,1.1739,228.88,59.703,20.6387,,,,,,
27/9/18,100.649,54.57,12435.59,1.1641,227.74,60.368,20.5013,,,,,,
28/9/18,100.15,54.54,12246.73,1.1604,224.24,60.354,17.6513,,,,,,
1/10/18,100.218,54.39,12339.03,1.1578,225.33,60.427,20.7133,,,,,,
2/10/18,98.566,54.46,12287.58,1.1548,226.07,60.382,20.068,,,,,,
4/10/18,95.471,54.22,12244.14,1.1514,227.48,58.854,18.7887,,,,,,
5/10/18,94.483,54.13,12111.9,1.1524,225.71,58.391,17.4633,,,,,,
8/10/18,93.221,54.17,11947.16,1.1492,225.35,57.796,16.704,,,,,,
9/10/18,93.516,54.16,11977.22,1.1491,222.91,57.259,17.52,,,,,,
10/10/18,87.763,54.14,11712.5,1.152,214.89,54.608,17.1253,,,,,,
11/10/18,85.968,54.21,11539.35,1.1593,212.97,54.537,16.8153,,,,,,
12/10/18,89.431,54.24,11523.81,1.156,213.87,56.027,17.252,,,,,,
15/10/18,88.048,54.26,11614.16,1.1579,215.22,55.122,17.306,,,,,,
16/10/18,90.998,54.33,11776.55,1.1574,221.7,56.654,18.4393,,,,,,
17/10/18,91.587,54.37,11715.03,1.1501,228.28,56.379,18.1187,,,,,,
18/10/18,88.536,54.39,11589.21,1.1453,224.95,54.896,17.594,,,,,,
19/10/18,88.202,54.4,11553.83,1.1514,226.96,55.259,17.3333,,,,,,
22/10/18,89.465,54.41,11524.34,1.1464,221.6,55.568,17.3967,,,,,,
23/10/18,88.435,54.44,11274.28,1.1471,218.56,55.746,19.6093,,,,,,
24/10/18,83.21,54.52,11191.63,1.1392,209.18,52.856,19.2333,,,,,,
25/10/18,89.109,54.58,11307.12,1.1375,214.01,55.18,20.9907,,,,,,
26/10/18,82.141,54.69,11200.62,1.1403,212.36,54.188,22.06,,,,,,
29/10/18,76.944,54.69,11335.48,1.1373,214.49,51.737,22.3233,,,,,,
30/10/18,76.521,54.62,11287.39,1.1345,219.28,52.476,21.9933,,,,,,
31/10/18,79.901,54.53,11447.51,1.1312,225.37,54.529,22.488,,,,,,
1/11/18,83.277,54.52,11468.54,1.1408,226.97,54.299,22.952,,,,,,
2/11/18,83.277,54.47,11518.99,1.1388,229.69,53.575,23.094,,,,,,
5/11/18,81.39,54.48,11494.96,1.1407,228.72,52.787,22.76,,,,,,
6/11/18,82.141,54.49,11484.34,1.1427,228.2,53.479,22.7373,,,,,,
7/11/18,87.775,54.47,11579.1,1.1426,231.28,55.412,23.2107,,,,,,
8/11/18,87.746,54.4,11527.32,1.1363,231.65,54.732,23.4267,,,,,,
9/11/18,85.622,54.51,11529.16,1.1336,222.65,53.851,23.3673,,,,,,
12/11/18,81.843,54.51,11325.44,1.1218,206.05,52.468,22.0853,,,,,,
13/11/18,81.559,54.51,11472.22,1.129,205.05,52.399,22.582,,,,,,
14/11/18,79.951,54.54,11412.53,1.131,202.49,52.729,22.9333,,,,,,
15/11/18,80.972,54.55,11353.67,1.1328,203.74,53.552,23.2293,,,,,,
16/11/18,79.671,54.53,11341,1.1415,202.12,53.414,23.6207,,,,,,
19/11/18,75.614,54.54,11244.54,1.1454,198.22,51.371,23.5647,,,,,,
20/11/18,74.773,54.58,11066.41,1.137,191.34,51.523,23.166,,,,,,
21/11/18,75.837,54.59,11244.17,1.1384,192.6,52.172,22.546,,,,,,
23/11/18,75.103,54.65,11192.69,1.1337,189.1,51.505,21.722,,,,,,
26/11/18,79.066,54.67,11354.72,1.1328,194.34,52.797,23.0667,,,,,,
27/11/18,79.071,54.72,11309.11,1.1289,193.65,52.614,22.928,,,,,,
28/11/18,83.888,54.69,11298.88,1.1366,198.35,54.59,23.1913,,,,,,
29/11/18,83.679,54.73,11298.23,1.1393,194.85,54.729,22.7447,,,,,,
30/11/18,84.509,54.76,11257.24,1.1317,190.69,55.483,23.3653,,,,,,
3/12/18,88.618,54.82,11465.46,1.1354,191.63,55.818,23.8993,,,,,,
4/12/18,83.42,54.93,11335.32,1.1343,184.31,53.124,23.98,,,,,,
6/12/18,84.96,54.95,10810.98,1.1374,184.09,53.904,24.204,,,,,,
7/12/18,81.457,54.98,10788.09,1.1379,179.67,52.329,23.8643,,,,,,
10/12/18,82.052,55.03,10622.07,1.1356,178.83,52.659,24.3433,,,,,,
11/12/18,82.162,55.06,10780.51,1.1317,176.8,53.083,24.4507,,,,,,
12/12/18,83.177,54.97,10929.43,1.1369,176.7,53.687,24.44,,,,,,
13/12/18,82.919,54.96,10924.7,1.1361,175.92,53.677,25.1193,,,,,,
14/12/18,79.596,55.04,10865.77,1.1306,172.77,52.586,24.3807,,,,,,
17/12/18,76.046,55.09,10772.2,1.1348,168.01,51.283,23.228,,,,,,
18/12/18,77.574,55.19,10740.89,1.1361,171.5,52.171,22.4687,,,,,,
19/12/18,74.754,55.28,10766.21,1.1376,169.25,51.773,22.198,,,,,,
20/12/18,73.042,55.31,10611.1,1.1446,168.41,51.179,21.0253,,,,,,
21/12/18,68.873,55.09,10633.82,1.1372,160.05,49.563,21.318,,,,,,
27/12/18,73.082,54.12,10381.51,1.143,165.41,52.645,21.0753,,,,,,
28/12/18,73.901,54.16,10558.96,1.1444,163.03,52.334,22.258,,,,,,
2/1/19,76.957,54.32,10580.19,1.1344,172.03,52.734,20.6747,,,,,,
3/1/19,75.014,54.32,10416.66,1.1394,169.51,51.274,20.024,,,,,,
4/1/19,78.77,54.27,10767.69,1.1395,175.05,53.903,21.1793,,,,,,
7/1/19,81.476,54.14,10747.81,1.1474,176.02,53.796,22.3307,,,,,,
8/1/19,82.829,54.1,10803.98,1.1441,175.37,54.268,22.3567,,,,,,
9/1/19,82.971,54.13,10893.32,1.1543,176.47,54.083,22.5687,,,,,,
10/1/19,82.811,54.15,10921.59,1.15,176,53.942,22.998,,,,,,
11/1/19,82.028,54.21,10887.46,1.1469,176.93,53.224,23.1507,,,,,,
14/1/19,80.861,54.21,10855.91,1.1469,178.72,52.576,22.2933,,,,,,
15/1/19,83.728,54.3,10891.79,1.1413,179.91,54.326,22.962,,,,,,
16/1/19,84.189,54.37,10931.24,1.1392,197.08,54.476,23.07,,,,,,
17/1/19,84.661,54.39,10918.62,1.1389,199.09,54.956,23.154,,,,,,
18/1/19,84.81,54.37,11205.54,1.1363,202.54,55.365,20.1507,,,,,,
22/1/19,81.609,54.47,11090.11,1.136,197.68,53.932,19.928,,,,,,
23/1/19,82.001,54.51,11071.54,1.1381,196.9,54.221,19.1727,,,,,,
24/1/19,82.747,54.65,11130.18,1.1304,197.8,54.2,19.434,,,,,,
25/1/19,83.529,54.63,11281.79,1.1406,200.74,55.076,19.8027,,,,,,
28/1/19,81.895,54.58,11210.31,1.1428,199.72,53.993,19.7587,,,,,,
29/1/19,79.694,54.7,11218.83,1.1433,200.5,53.503,19.8307,,,,,,
30/1/19,83.522,54.73,11181.66,1.148,202.48,54.9,20.5847,,,,,,
31/1/19,85.937,54.79,11173.1,1.1448,198.01,56.295,20.468,,,,,,
1/2/19,81.312,54.73,11180.66,1.1456,196.54,55.931,20.814,,,,,,
4/2/19,81.666,54.71,11176.58,1.1438,197.72,57.071,20.8593,,,,,,
5/2/19,82.941,54.78,11367.98,1.1406,198.01,57.593,21.4233,,,,,,
6/2/19,82.013,54.78,11324.72,1.1362,196.62,56.145,21.148,,,,,,
7/2/19,80.718,54.83,11022.02,1.1341,193.07,55.296,20.5007,,,,,,
8/2/19,79.411,54.89,10906.78,1.1323,191.67,55.119,20.3867,,,,,,
11/2/19,79.55,54.85,11014.59,1.1276,191.33,55.106,20.856,,,,,,
12/2/19,81.901,54.83,11126.08,1.1326,194.49,56.379,20.7873,,,,,,
13/2/19,82,54.85,11167.22,1.1261,194.69,56.432,20.5447,,,,,,
14/2/19,81.133,54.93,11089.79,1.1295,192.53,56.46,20.2513,,,,,,
15/2/19,80.398,54.9,11299.8,1.1296,198.5,55.982,20.5253,,,,,,
19/2/19,81.379,54.95,11309.21,1.1341,198.67,56.326,20.376,,,,,,
20/2/19,81.105,54.97,11401.97,1.1338,198.6,56.03,20.1707,,,,,,
21/2/19,80.972,54.96,11423.28,1.1336,196.36,55.211,19.4153,,,,,,
22/2/19,81.578,55.03,11457.7,1.1335,196,55.828,19.6473,,,,,,
25/2/19,81.65,55,11505.39,1.1358,198.65,55.866,19.918,,,,,,
26/2/19,81.82,55.01,11540.79,1.1389,198.9,56.101,19.8573,,,,,,
27/2/19,82.054,54.9,11487.33,1.137,198.1,56.145,20.9827,,,,,,
28/2/19,81.992,54.85,11515.64,1.1371,196.7,56.328,21.3253,,,,,,
1/3/19,83.587,54.76,11601.68,1.1365,198.2,57.426,19.6527,,,,,,
4/3/19,84.809,54.83,11592.66,1.134,195.98,57.671,19.024,,,,,,
5/3/19,84.622,54.91,11620.74,1.1308,196,58.46,18.436,,,,,,
6/3/19,83.448,55.05,11587.63,1.1307,194.74,58.247,18.416,,,,,,
7/3/19,81.298,55.22,11517.8,1.1193,192.77,57.543,18.4393,,,,,,
8/3/19,81.04,55.27,11457.84,1.1235,195.24,57.499,18.9427,,,,,,
11/3/19,83.531,55.21,11543.48,1.1245,195.97,58.963,19.3947,,,,,,
12/3/19,83.655,55.24,11524.17,1.1288,196.63,59.863,18.8907,,,,,,
13/3/19,84.541,55.25,11572.41,1.1327,197.25,59.953,19.264,,,,,,
14/3/19,84.311,55.26,11587.47,1.1304,197.47,59.627,19.3307,,,,,,
15/3/19,85.618,55.3,11685.69,1.1326,198.26,59.515,18.362,,,,,,
18/3/19,87.108,55.33,11657.06,1.1337,202.47,59.427,17.966,,,,,,
19/3/19,88.093,55.355,11788.41,1.1352,201.12,60.123,17.8313,,,,,,
20/3/19,89.864,55.4,11603.89,1.1413,194.32,61.322,18.24,,,,,,
21/3/19,90.963,55.56,11549.96,1.1374,194.58,61.807,18.268,,,,,,
22/3/19,88.239,55.71,11364.17,1.1302,188.96,60.383,17.6353,,,,,,
25/3/19,88.713,55.8,11346.65,1.1312,188.51,59.869,17.3613,,,,,,
26/3/19,89.188,55.71,11419.48,1.1266,190.69,59.492,17.8513,,,,,,
27/3/19,88.285,55.81,11419.04,1.1244,190.03,58.901,18.322,,,,,,
28/3/19,88.671,55.85,11428.16,1.1221,191.18,58.614,18.5747,,,,,,
29/3/19,89.038,55.77,11526.04,1.1218,191.99,58.845,18.6573,,,,,,
1/4/19,90.71,55.6,11681.99,1.1213,196.74,59.949,19.2787,,,,,,
2/4/19,90.699,55.63,11754.79,1.1204,197.5,60.277,19.0587,,,,,,
3/4/19,91.035,55.57,11954.4,1.1233,200.86,60.54,19.454,,,,,,
4/4/19,90.943,55.58,11988.01,1.1221,202.23,60.973,17.852,,,,,,
5/4/19,91.864,55.61,12009.75,1.1216,202.38,60.573,18.3307,,,,,,
8/4/19,92.493,55.62,11963.4,1.1263,202.54,60.414,18.2133,,,,,,
9/4/19,91.792,55.67,11850.57,1.1263,200.62,60.135,18.154,,,,,,
10/4/19,92.367,55.73,11905.91,1.1274,202.98,60.323,18.404,,,,,,
11/4/19,92.203,55.74,11935.2,1.1253,202.83,60.479,17.8947,,,,,,
12/4/19,92.153,55.61,11999.93,1.1299,207.84,61.137,17.8467,,,,,,
15/4/19,92.244,55.52,12020.28,1.1304,199.91,61.326,17.7587,,,,,,
16/4/19,93.152,55.54,12101.32,1.1281,201.84,61.596,18.224,,,,,,
17/4/19,93.241,55.44,12153.07,1.1296,207.9,62.007,18.082,,,,,,
18/4/19,93.085,55.59,12222.39,1.123,205.91,62.074,18.2173,,,,,,
23/4/19,96.189,55.6,12235.51,1.1227,204.14,63.53,17.5933,,,,,,
24/4/19,95.088,55.73,12313.16,1.1155,200.54,63.003,17.244,,,,,,
25/4/19,95.113,55.7,12282.6,1.1132,201.4,63.367,16.5087,,,,,,
26/4/19,97.532,55.78,12315.18,1.1151,203.08,63.871,15.676,,,,,,
29/4/19,96.922,55.76,12328.02,1.1186,206.92,64.81,16.098,,,,,,
30/4/19,96.326,55.81,12344.08,1.1215,205.92,59.948,15.9127,,,,,,
2/5/19,95.041,55.71,12345.42,1.1172,204.99,58.326,16.2733,,,,,,
3/5/19,98.123,55.75,12412.75,1.1198,207.52,59.478,17.002,,,,,,
6/5/19,97.528,55.73,12286.88,1.1199,206.43,59.673,17.0227,,,,,,
7/5/19,96.05,55.79,12092.74,1.1191,202.63,58.943,16.4707,,,,,,
8/5/19,95.889,55.83,12179.93,1.1192,200.95,58.539,16.3227,,,,,,
9/5/19,94.994,55.83,11973.92,1.1215,201.63,58.399,16.132,,,,,,
10/5/19,94.499,55.81,12059.83,1.1233,202.05,58.382,15.968,,,,,,
13/5/19,91.134,55.87,11876.65,1.1222,194.97,56.829,15.134,,,,,,
14/5/19,92.006,55.91,11991.62,1.1204,196.28,56.243,15.4873,,,,,,
15/5/19,93.558,55.98,12099.57,1.1201,196.4,58.54,15.4633,,,,,,
16/5/19,95.379,56.01,12310.37,1.1174,199.14,59.225,15.222,,,,,,
17/5/19,93.45,56.04,12238.94,1.1158,197.43,58.439,14.0687,,,,,,
20/5/19,92.949,55.96,12041.29,1.1166,197.24,57.233,13.6907,,,,,,
21/5/19,92.876,55.96,12143.47,1.1161,199.11,57.722,13.672,,,,,,
22/5/19,92.984,56.05,12168.74,1.115,195.52,57.793,12.8487,,,,,,
23/5/19,90.774,56.12,11952.41,1.1181,191.97,57.267,13.0327,,,,,,
24/5/19,91.164,56.2,12011.04,1.1203,193,56.93,12.7087,,,,,,
28/5/19,91.822,56.24,12027.05,1.116,189.44,56.978,12.58,,,,,,
29/5/19,90.96,56.33,11837.81,1.1131,188.05,55.997,12.6573,,,,,,
30/5/19,90.816,56.35,11902.08,1.1129,187.37,56.071,12.548,,,,,,
31/5/19,88.754,56.47,11726.84,1.1169,182.49,55.325,12.344,,,,,,
3/6/19,84.635,56.46,11792.81,1.1241,183.19,51.937,11.9313,,,,,,
4/6/19,86.478,56.52,11971.17,1.1252,189.88,52.725,12.9067,,,,,,
5/6/19,86.925,56.61,11980.81,1.1221,188.44,52.232,13.106,,,,,,
6/6/19,87.718,56.67,11953.14,1.1276,189.81,52.388,13.73,,,,,,
7/6/19,90.202,56.82,12045.38,1.1334,189.81,53.418,13.6333,,,,,,
11/6/19,93.185,56.73,12155.81,1.1326,194.73,54.052,14.4733,,,,,,
12/6/19,92.766,56.77,12115.68,1.1287,190.22,53.955,13.9507,,,,,,
13/6/19,93.515,56.84,12169.05,1.1276,191.45,54.551,14.2607,,,,,,
14/6/19,93.484,56.92,12096.4,1.1208,191.66,54.315,14.328,,,,,,
17/6/19,94.302,56.9,12085.82,1.1218,190.83,54.695,15.002,,,,,,
18/6/19,95.069,57.15,12331.75,1.1194,194.98,55.262,14.9827,,,,,,
19/6/19,95.44,57.2,12308.53,1.1226,195.64,55.226,15.0953,,,,,,
20/6/19,95.91,57.25,12355.39,1.1293,195.7,55.66,14.6413,,,,,,
21/6/19,95.565,57.18,12339.92,1.1369,195.94,56.268,14.7907,,,,,,
24/6/19,95.695,57.24,12274.57,1.1399,197.49,55.835,14.9093,,,,,,
25/6/19,93.914,57.3,12228.44,1.1367,196.06,54.379,14.6507,,,,,,
26/6/19,94.892,57.21,12245.32,1.1369,197.01,54.016,14.618,,,,,,
27/6/19,95.214,57.25,12271.03,1.1369,199.32,53.832,14.856,,,,,,
28/6/19,94.682,57.3,12398.8,1.1373,204.6,54.14,14.8973,,,,,,
1/7/19,96.11,57.3,12521.38,1.1286,206.86,55,15.1447,,,,,,
2/7/19,96.715,57.41,12526.72,1.1285,205.98,55.63,14.97,,,,,,
3/7/19,96.95,57.63,12616.24,1.1278,206.04,56.15,15.66,,,,,,
5/7/19,97.146,57.56,12568.53,1.1225,207.9,56.633,15.54,,,,,,
8/7/19,97.616,57.56,12543.51,1.1214,205.75,55.84,15.356,,,,,,
9/7/19,99.415,57.54,12436.55,1.1208,207.77,56.215,15.3373,,,,,,
10/7/19,100.871,57.43,12373.41,1.1251,205.97,57.046,15.928,,,,,,
11/7/19,100.054,57.32,12332.12,1.1254,211.35,57.204,15.9067,,,,,,
12/7/19,100.55,57.22,12323.32,1.127,213.94,57.267,16.3387,,,,,,
15/7/19,101.05,57.4,12387.34,1.1258,211.58,57.526,16.9,,,,,,
16/7/19,100.495,57.43,12430.97,1.1211,215.52,57.673,16.8253,,,,,,
17/7/19,99.602,57.55,12341.03,1.1224,213.3,57.337,16.9907,,,,,,
18/7/19,98.895,57.7,12227.85,1.1277,214.52,57.362,16.9027,,,,,,
19/7/19,98.226,57.68,12260.07,1.1221,213.52,56.578,17.212,,,,,,
22/7/19,99.282,57.7,12289.4,1.1209,214,56.961,17.0453,,,,,,
23/7/19,99.725,57.75,12490.74,1.1152,219.43,57.402,17.3447,,,,,,
24/7/19,100.041,57.85,12522.89,1.114,222.03,56.987,17.6587,,,,,,
25/7/19,98.691,57.85,12362.1,1.1147,219.98,56.797,15.2547,,,,,,
26/7/19,97.153,57.83,12419.9,1.1128,222.14,62.261,15.2027,,,,,,
29/7/19,95.623,57.92,12417.47,1.1145,220.32,62.092,15.718,,,,,,
30/7/19,94.927,57.89,12147.24,1.1155,221.4,61.4,16.1507,,,,,,
31/7/19,93.339,57.96,12189.04,1.1076,220.13,60.91,16.1073,,,,,,
1/8/19,92.766,58.05,12253.15,1.1085,211.6,60.589,15.59,,,,,,
2/8/19,91.162,58.17,11872.44,1.1108,209.37,59.816,15.6227,,,,,,
5/8/19,88.257,58.27,11658.51,1.1203,201.68,57.738,15.2213,,,,,,
6/8/19,89.392,58.36,11567.96,1.1199,206.01,58.554,15.3833,,,,,,
7/8/19,89.67,58.6,11650.15,1.1199,205.74,58.796,15.5613,,,,,,
8/8/19,91.645,58.41,11845.41,1.118,207,60.31,15.8867,,,,,,
